album,singer,identity,digit-date,price,song-number,total-volumn,total-sale,QQ音乐（张）,QQ音乐（元）,网易云音乐（张）,网易云音乐（元）,酷狗音乐（张）,酷狗音乐（元）,酷我音乐（张）,酷我音乐（元）,咪咕音乐（张）,咪咕音乐（元）,digit-img,entity-date,diff,entity-platform,entity-price,entity-form,实体价格2,形式2,entity-img,实体封面2,entity-thing,微博,singer-img,歌手图片2
十万个为什么,惘闻,乐队,2020/9/24,18,8,12212,219816,0,0,12212,219816,0,0,0,0,0,0,https://p1.music.126.net/gWD7B96u2Ydlc3e_hxwl-A==/109951165338873784.jpg,2020/11/17,54,淘宝,280,黑胶,126,CD,https://wx3.sinaimg.cn/large/a743d2c6ly1gksh355sroj20u00u04dz.jpg,,歌词本,https://weibo.com/2806239942/JummMFOVl,https://p2.music.126.net/j7JFeQI9G0KZisDYEeUAsQ==/3385396307063442.jpg,
晚晴,薇娅viya,其他,2020/1/13,3,1,10917,32751,0,0,10917,32751,0,0,0,0,0,0,https://p1.music.126.net/chH16Brs8kZtfC1Boz4__w==/109951164619856764.jpg,,,,,,,,,,,,https://p2.music.126.net/VYGAqesZCVyI_nORaBC5VQ==/109951164614127069.jpg,
白日梦想家 I,魏晨,大陆歌手,2016/1/11,5,2,90526,452630,90526,452630,0,0,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000004Vl7z71qc2Se_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004DTQXp0cNXeG_2.jpg?max_age=2592000,
白日梦想家 II,魏晨,大陆歌手,2016/2/1,5,2,84476,422380,84476,422380,0,0,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002R8S7Q2YFsAg_1.jpg?max_age=2592000,2016/2/19,18,五大唱片/博客来/诚品,85.26,CD,,,https://www.5music.com.tw/cdpic/zn2/12016214843.jpg,,歌词本,,https://y.qq.com/music/photo_new/T001R300x300M000004DTQXp0cNXeG_2.jpg?max_age=2592000,
LIMBO,文俊辉,组合成员,2022/9/23,4,2,47943,192529,44529,178318,0,0,3260,13583,154,628,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002rNFXP3rvtif_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003Pe8hT48Ba0a_11.jpg?max_age=2592000,
他,文兆杰,大陆歌手,2018/8/3,5,2,11790,58950,10563,52815,0,0,1049,5245,178,890,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001yx2TR0pRrLf_1.jpg,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002ydX9z4I4qqs_5.jpg,
No Mercy,无妄合作社,乐队,2021/9/10,6,6,1081,6486,151,906,903,5418,27,162,0,0,0,0,https://p2.music.126.net/J8GfcLMUWyvtdrMT3yXrLw==/109951166366300262.jpg,,,,,,,,,,,,https://p2.music.126.net/nI6fy9zH9CYvii5A9IFMRA==/109951166368628885.jpg,
为你,吴海,大陆歌手,2021/8/20,5,3,9504,47520,0,0,9504,47520,0,0,0,0,0,0,https://p2.music.126.net/5MF-IymcTRGzklVWp0W0ww==/109951166300195279.jpg,,,,,,,,,,,,https://p2.music.126.net/sGTkWelrOpJBwaJ_vvz2hg==/109951166618122951.jpg,
夏日季风,吴季峰,大陆歌手,2019/9/19,5,3,55934,279670,53604,268020,0,0,2199,10995,131,655,0,0,https://y.qq.com/music/photo_new/T002R300x300M0000031OF1L1WLtV2_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001h6nSZ3g5xUT_4.jpg?max_age=2592000,
We Were In Love,吴宣仪,大陆歌手,2021/1/26,3,1,275031,825093,5800,17400,267617,802851,1458,4374,0,0,156,468,https://y.qq.com/music/photo_new/T002R300x300M000002yf7rE1SEoaB_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000sVzZ83BIMjq_8.jpg,
25,吴宣仪,大陆歌手,2020/9/25,7,3,239049,1673343,4611,32277,232476,1627332,1847,12929,0,0,115,805,https://y.qq.com/music/photo_new/T002R300x300M0000020FhIA1KaavL_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000sVzZ83BIMjq_7.jpg,
GIFT,吴宣仪,大陆歌手,2021/12/30,6,3,31249,187494,26966,161796,0,0,3971,23826,273,1638,39,234,https://y.qq.com/music/photo_new/T002R300x300M0000044fkBt0AAFZ2_1.jpg?max_age=2592000,2022/5/28,149,淘宝,135.31,CD,,,https://gd3.alicdn.com/imgextra/i3/2200646018017/O1CN01o7ZxJ0295q1ZMQMNH_!!2200646018017.jpg_400x400.jpg,,蝴蝶胸针/小卡/歌词本,,https://y.qq.com/music/photo_new/T001R300x300M000000sVzZ83BIMjq_9.jpg,
向宇宙许愿,吴宣仪,大陆歌手,2023/3/9,4,1,15707,62828,12479,49916,1930,7720,1231,4924,67,268,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002NrXY124TPeV_3.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000sVzZ83BIMjq_11.jpg,
不，爱了,吴宣仪,大陆歌手,2023/5/20,12,3,12313,147756,10286,123432,938,11256,1049,12588,40,480,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001BXoDJ3MHKAA_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000sVzZ83BIMjq_10.jpg,
Don't let me down,吴哲晗,大陆歌手,2021/8/14,3,1,432316,1296948,0,0,432127,1296381,0,0,0,0,189,567,https://p1.music.126.net/l8VhiWuuN6-IdJfnWN2Oyw==/109951166278680922.jpg,,,,,,,,,,,,https://p1.music.126.net/s7HGlHOXB2PcB7XExm9n3A==/109951166281484033.jpg,
活鱼逆流而上，死鱼随波逐流,五条人,乐队,2021/8/18,20,11,21661,433220,20253,405060,0,0,1204,24080,204,4080,0,0,https://y.qq.com/music/photo_new/T002R300x300M000004ER5j02dAm8m_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001pxv2v4Olrcg_4.jpg?max_age=2592000,
一半真情流露，一半靠表演,五条人,乐队,2021/8/18,20,11,18585,371700,17447,348940,0,0,998,19960,140,2800,0,0,https://y.qq.com/music/photo_new/T002R300x300M000003OJnxb3foZY9_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001pxv2v4Olrcg_4.jpg?max_age=2592000,
当你和心跳一起出现,萧亚轩,台湾歌手,2019/12/20,3,1,401443,1204329,365450,1096350,0,0,29195,87585,6798,20394,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001sWLyI25K8lv_3.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002tkdEU4gLVqO_3.jpg?max_age=2592000,
不如先庆祝能在一起,萧亚轩,台湾歌手,2020/3/11,3,1,187313,561939,179206,537618,0,0,6983,20949,1124,3372,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002zRNwy2Qu1bG_6.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002tkdEU4gLVqO_3.jpg?max_age=2592000,
Naked Truth 赤裸真相,萧亚轩,台湾歌手,2020/12/24,25,10,107932,2698300,101896,2547400,0,0,5187,129675,849,21225,0,0,https://y.qq.com/music/photo_new/T002R300x300M0000043Mbku3uHEE1_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002tkdEU4gLVqO_3.jpg?max_age=2592000,
青云不坠,小坠,大陆歌手,2019/2/16,15,8,15796,236940,0,0,15796,236940,0,0,0,0,0,0,https://p2.music.126.net/HLt4LAER5LElWqD52971Eg==/109951163864385665.jpg,,,,,,,,,,,,https://p1.music.126.net/tQco7_zUCyEMWWYRJhJHOA==/109951164951753264.jpg,
光点,肖战,组合成员,2020/4/25,3,1,54370512,163111536,47634856,142904568,0,0,4463077,13389231,2272579,6817737,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000tvOOc33qTms_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000022eAG537I1bg_3.jpg?max_age=2592000,
知非,谢春花,大陆歌手,2017/5/31,5,9,50972,254860,13169,65845,33843,169215,2239,11195,1721,8605,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001ujTcC05YMQB_1.jpg?max_age=2592000,2017/7/26,56,京东,99,CD,,,https://img10.360buyimg.com/n1/jfs/t5710/354/6968065972/131585/7b4cc16c/596d9d86N6a3e6a4c.jpg.avif,,歌词本,,https://y.qq.com/music/photo_new/T001R300x300M000003hTTjo3JYqgM_7.jpg?max_age=2592000,
CHA CHA CHA,新风暴,组合,2019/5/27,5,2,53231,266155,0,0,53231,266155,0,0,0,0,0,0,https://p1.music.126.net/VLNEsftixpNC3vT-j90u9A==/109951164096112276.jpg,,,,,,,,,,,,https://p1.music.126.net/QgcThKEQ-Ahy5M8jur4q3g==/109951164096480999.jpg,
爱 广播 飞机,新裤子,乐队,2021/3/18,1,10,320245,320245,299446,299446,0,0,18284,18284,2515,2515,0,0,https://y.qq.com/music/photo_new/T002R300x300M000001WMnp138YJI1_1.jpg?max_age=2592000,2021/4/15,28,正在现场APP（摩登天空）,100,CD,,,https://wx3.sinaimg.cn/large/007l40Qrgy1h1a5jjrzsyj30la0iyacv.jpg,,歌词本,https://weibo.com/6724189443/LowJmf3km,https://y.qq.com/music/photo_new/T001R300x300M000000keDtj2Um0rT_3.jpg?max_age=2592001,
我们羞于表达的感情,新裤子 / 大张伟,合作歌手,2019/11/28,3,1,371619,1114857,147171,441513,202781,608343,19104,57312,2563,7689,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000l5Ods4X3T8l_3.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000keDtj2Um0rT_3.jpg?max_age=2592000,https://y.qq.com/music/photo_new/T001R300x300M000003ULldz24exLi_3.jpg?max_age=2592000
梦,徐昊原,其他,2022/10/24,3,5,1828,5484,0,0,1828,5484,0,0,0,0,0,0,https://p2.music.126.net/GB9GIrCj28bw8gnATSK2rw==/109951167986511444.jpg,,,,,,,,,,,,https://p2.music.126.net/KMBSMkKz8yQTlBHsdQUQkw==/109951167727281985.jpg,
徐梦圆 同名专辑,徐梦圆,大陆歌手,2018/3/8,16,10,58302,932832,0,0,58302,932832,0,0,0,0,0,0,https://p2.music.126.net/9cySfhHshoKksSkAxwVVqw==/109951163175751210.jpg,2018/2/28,-8,秀动/京东/天猫/苏宁,118,CD,228,CD&USB,https://gw.alicdn.com/imgextra/i1/291799040/O1CN019ulltp2GeMvRmOWdh_!!291799040.jpg,,歌词本,https://weibo.com/5840108017/H0tFJAeM0,https://p1.music.126.net/TjUwKehhgYKFfAFoT2XCDQ==/109951162862731564.jpg?param=130y130,
靠近,徐梦圆,大陆歌手,2020/4/28,6,6,7020,42120,1067,6402,4827,28962,1068,6408,58,348,0,0,https://p2.music.126.net/30p-WjrPCoyu2Un-jJ2aGQ==/109951164928446817.jpg,,,,,,,,,,,,https://p1.music.126.net/TjUwKehhgYKFfAFoT2XCDQ==/109951162862731564.jpg?param=130y130,
北极的企鹅,徐子未,大陆歌手,2021/8/25,3,1,98807,296421,88174,264522,0,0,6045,18135,3154,9462,1434,4302,https://y.qq.com/music/photo_new/T002R300x300M000002BoFr34DvTT6_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001uDSiH4LctEM_8.jpg?max_age=2592000,
模仿,徐子未,大陆歌手,2021/10/13,3,1,6079,18237,4220,12660,0,0,922,2766,297,891,640,1920,https://y.qq.com/music/photo_new/T002R300x300M000003jyAzg3e8f2m_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001uDSiH4LctEM_8.jpg?max_age=2592000,
世界所有的星星,徐子未,大陆歌手,2022/4/19,3,1,5517,16551,3491,10473,0,0,1113,3339,305,915,608,1824,https://y.qq.com/music/photo_new/T002R300x300M000001jAcyP1GILUp_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001uDSiH4LctEM_8.jpg?max_age=2592000,
无尽光芒,许巍,大陆歌手,2018/12/26,20,10,148203,2964060,90053,1801060,2452,49040,44755,895100,10943,218860,0,0,https://y.qq.com/music/photo_new/T002R300x300M000003OoJaJ3y8jYY_1.jpg?max_age=2592000,2018/12/12,-14,京东,116,CD,,,https://y.qq.com/music/photo_new/T002R300x300M000003OoJaJ3y8jYY_1.jpg?max_age=2592000,,歌词本,https://weibo.com/3272550787/H6RaSyREq,https://y.qq.com/music/photo_new/T001R300x300M00000235pCx2tYjlq_2.jpg?max_age=2592000,
15分钟的疯狂,许魏洲,大陆歌手,2017/8/10,5,3,455638,2278190,416993,2084965,0,0,25574,127870,13071,65355,0,0,https://p1.music.126.net/6VxnNn9C0Acap5CVdhPG5w==/109951163022990504.jpg,2018/7/6,330,京东/博客来/五大网路/佳佳网路/SONYMUSIC,94,CD,,,https://m.360buyimg.com/mobilecms/s750x750_jfs/t20974/21/1702675887/760131/305ced79/5b3498dbN8956c9a5.jpg,,写真集/歌词本/小卡,https://weibo.com/5392863813/GopFCDdcE,https://p1.music.126.net/-rGLyxlg34-IP91ROt9-NA==/109951163103788285.jpg,
逾期玫瑰,轩ZONE / 陈张太康,合作歌手,2020/12/10,2,1,16152,32304,0,0,16152,32304,0,0,0,0,0,0,https://p2.music.126.net/bUearUU1F86N2-Fu5oF7Eg==/109951165529449763.jpg,,,,,,,,,,,,https://p1.music.126.net/_UZj1hkPP7RgSmNh_mbpnA==/109951165806857192.jpg,https://p2.music.126.net/NCYRG07XudetUPvulPup4g==/109951165848784837.jpg
白日梦,言和,虚拟歌手,2020/7/11,8,4,13082,104656,0,0,13082,104656,0,0,0,0,0,0,https://p1.music.126.net/c5J1ecDuG1D-MUiGWRJLzA==/109951165122924023.jpg,,,,,,,,,,,,https://p2.music.126.net/nVhBXi_m5em9Pd3cR6sB6Q==/109951167647832984.jpg,
亲爱的怪物,炎亚纶,台湾歌手,2018/9/28,7,3,99231,694617,0,0,99231,694617,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000003SXX3f4PZUbt_4.jpg?max_age=2592000,2018/9/28,0,五大唱片/博客来/诚品,69.25,CD,,,https://y.qq.com/music/photo_new/T002R300x300M000003SXX3f4PZUbt_4.jpg?max_age=2592000,,歌词本/写真集/小卡,,https://y.qq.com/music/photo_new/T001R300x300M000001BeVci3YRijq_7.jpg?max_age=2592000,
最想去的地方,炎亚纶,台湾歌手,2018/3/30,5,3,64197,320985,0,0,64197,320985,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000003AZKvJ2ASACN_1.jpg?max_age=2592000,2018/3/30,0,五大唱片/博客来/诚品,69.25,CD,,,https://y.qq.com/music/photo_new/T002R300x300M000003AZKvJ2ASACN_1.jpg?max_age=2592000,,歌词本,,https://y.qq.com/music/photo_new/T001R300x300M000001BeVci3YRijq_7.jpg?max_age=2592000,
Never Give Up,杨超文,台湾歌手,2020/9/28,3,1,16676,50032,4245,12739,827,2481,2557,7671,9047,27141,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002djhkX39mxju_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004a8Abx1lY8TH_5.jpg?max_age=2592000,
年轮说,杨丞琳,台湾歌手,2016/9/30,18,10,566213,10916118,263856,4749408,263357,4740426,32950,1295812,6050,130472,0,0,https://p2.music.126.net/F06r32IxFWWquGjY3bl40w==/3401888991666195.jpg,2016/9/30,0,五大唱片/博客来/诚品,115.58,CD,,,https://p2.music.126.net/F06r32IxFWWquGjY3bl40w==/3401888991666195.jpg,,歌词本,,https://p2.music.126.net/ipcSjGSkwq22ejZ_6HJe2w==/109951165400643929.jpg,
遇见光之时,杨桐 (Toarey Yang),大陆歌手,2019/4/17,5,3,8161,40805,0,0,8161,40805,0,0,0,0,0,0,https://p2.music.126.net/R741EasVU7br2e-rQ_LSyg==/109951164003043513.jpg,,,,,,,,,,,,https://p1.music.126.net/YgZw5r-A9VJGxOZ8__Ex8w==/109951164005153376.jpg,
邃宇,杨宇腾,大陆歌手,2021/8/31,5,2,28951,144755,4695,23475,21495,107475,2030,10150,223,1115,508,2540,https://p1.music.126.net/l5NuYg2n9kUQxTFYG__GJA==/109951166336841988.jpg,,,,,,,,,,,,https://p2.music.126.net/GnAoJxXJd6NTOyHNtLeBkA==/109951166348302606.jpg,
镜中兽（Mirror Me）,姚明明（姚柏南）,大陆歌手,2020/10/23,12,5,85680,1028794,84803,1017832,0,0,678,8568,199,2394,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000QQduf287rel_2.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004OIcAI0GJsTM_9.jpg?max_age=2592000,
我的意中人,叶里,大陆歌手,2019/1/12,5,3,5024,25120,0,0,5024,25120,0,0,0,0,0,0,https://p2.music.126.net/tBVDJDG6Pst6Gj3G3TI8sg==/109951163787950709.jpg,,,,,,,,,,,,https://p1.music.126.net/_7Fxw1xFgDu8RO4IGhh_jQ==/109951163745496990.jpg,
Real Love Is...,椅子乐团 The Chairs,乐队,2020/10/16,16,9,7098,113568,2668,42688,4123,65968,259,4144,45,720,3,48,https://y.qq.com/music/photo_new/T002R300x300M000001xaaEw1UGOeB_1.jpg?max_age=2592000,2020/12/31,76,五大唱片/博客来/诚品,122.76,CD,,,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/05/0020220566.jpg&v=5fe5485ak&w=348&h=348,,歌词本,,https://y.qq.com/music/photo_new/T001R300x300M00000000uSo49QiGl_7.jpg?max_age=2592000,
硬糖定律,硬糖少女303,组合,2020/8/11,10,5,824156,8241560,782988,7829880,0,0,33527,335270,7641,76410,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000B9SZf2hS8gF_9.jpg?max_age=2592000,2021/2/4,177,硬糖少女303app,,CD,,,https://y.qq.com/music/photo_new/T002R300x300M000000B9SZf2hS8gF_9.jpg?max_age=2592000,,歌词本/小卡/写真集,https://weibo.com/7475592673/K0o2jn6O9,https://y.qq.com/music/photo_new/T001R300x300M0000000EpTU2xrUT7_3.jpg?max_age=2592000,
异界来客,幼稚园杀手,乐队,2021/12/8,20,27,45446,908920,0,0,45446,908920,0,0,0,0,0,0,https://p1.music.126.net/qUqm1QcwHSD59zh9u7i-SA==/109951166697831779.jpg,2021/12/8,0,淘宝,200,双CD,,,https://p1.music.126.net/qUqm1QcwHSD59zh9u7i-SA==/109951166697831779.jpg,,歌词本,,https://p1.music.126.net/Pkw6QVUz5ztgrVDsQFeOZQ==/109951164079865251.jpg,
适者生存,幼稚园杀手 / 9 Tribez,合作歌手,2020/6/3,20,15,67260,1345200,0,0,67260,1345200,0,0,0,0,0,0,https://p1.music.126.net/6f3tJKJa4cRKVCT2NRg5mQ==/109951165031706793.jpg,2020/5/24,-10,淘宝,200,CD,,,https://p1.music.126.net/6f3tJKJa4cRKVCT2NRg5mQ==/109951165031706793.jpg,,歌词本,,https://p1.music.126.net/Pkw6QVUz5ztgrVDsQFeOZQ==/109951164079865251.jpg,https://p2.music.126.net/p-FVBGr4bZObwL81EnwNWA==/109951168243108108.jpg
清曲雅韵（余琼莹潮曲唱腔艺术精选）,余琼莹,其他,2020/12/22,20,9,232,4640,58,1160,109,2180,56,1120,9,180,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002zsaDD1HYjCx_3.jpg,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000ohZ8N2XVQIK_3.jpg,
沙发里有沙发Radio,鱼丁糸,乐队,2020/8/7,3,1,135604,406812,0,0,135604,406812,0,0,0,0,0,0,https://p2.music.126.net/PpxtGEfvD6efUd5wAP0-hg==/109951165204689794.jpg,,,,,,,,,,,,https://p1.music.126.net/-Zzlo5871LEIlKk015Y3fQ==/109951165204696618.jpg,
INFINITY,雨洛Huge,大陆歌手,2019/5/7,15,9,1026,15390,0,0,1026,15390,0,0,0,0,0,0,https://p2.music.126.net/GoNIaRi8zsAWWUXgRgcaLg==/109951164036896873.jpg,,,,,,,,,,,,https://p1.music.126.net/KppLwoWkd0boeWBpzSyzuA==/109951163112332170.jpg,
迟爱,郁可唯,大陆歌手,2019/4/24,3,1,83884,251652,35201,105603,0,0,46277,138831,2406,7218,0,0,https://y.qq.com/music/photo_new/T002R300x300M000003UP2BH2e4cXO_1.jpg,,,,,,,,,,,,https://p1.music.126.net/W9rOWYwExNHVKdtgR35F2g==/109951165476545548.jpg,
小太空,詹雯婷,台湾歌手,2017/6/19,8,10,13772,110176,5791,46328,6166,49328,1596,12768,219,1752,0,0,https://y.qq.com/music/photo_new/T002R300x300M000004F3Ofp1NhugT_1.jpg?max_age=2592000, 2017/7/28,39,五大唱片/博客来/诚品,108.63,CD,,,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/60/0020226088.jpg&v=624e92f9k&w=348&h=348,,海报/歌词本,,https://y.qq.com/music/photo_new/T001R300x300M000001PVrFD1wDM7s_4.jpg?max_age=2592000,
偷故事的人,张惠妹,台湾歌手,2017/12/12,15,10,426787,6401805,224594,3368910,156356,2345340,34086,511290,5141,77115,6610,99150,https://y.qq.com/music/photo_new/T002R300x300M000001vt8C105tVY0_1.jpg?max_age=2592000,2017/12/12,0,五大唱片/博客来/诚品,130,CD,336.97,黑胶,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/020/20/0020202071.jpg&v=5a0ea679k&w=348&h=348,,歌词本,,https://y.qq.com/music/photo_new/T001R300x300M000003JGrNQ3RjelA_4.jpg?max_age=2592000,
池中海,张嘉元,大陆歌手,2023/5/16,16,7,21570,345120,0,0,21570,345120,0,0,0,0,0,0,https://p1.music.126.net/GgP4EY9E8OiBAg2WUKTdLQ==/109951168608623466.jpg,2023/6/28,43,京东,229,CD,,,https://img10.360buyimg.com/n1/jfs/t1/222357/17/31363/92555/649aae6aF49df3681/f35cc5a864a018f0.jpg.avif,,写真集/歌词本/小卡/手绘画,https://weibo.com/6166333177/N7ngHhVoF#comment,https://p1.music.126.net/sLEGYCOu7zSY82F3TaV3xA==/109951168606673693.jpg,
我想,张杰,大陆歌手,2016/4/25,2,1,1692872,3385744,1495437,2990874,0,0,197435,394870,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000p6Rug21Xg7d_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_3.jpg,
未·LIVE,张杰,大陆歌手,2018/5/20,9,3,502231,4520079,309816,2788344,0,0,172267,1550403,11554,103986,8594,77346,https://y.qq.com/music/photo_new/T002R300x300M000003NhltT0V7VKu_2.jpg?max_age=2592000,2018/12/20,214,天猫,80,CD,,,https://static.amusic.shop/upload/image/e/53/89d/e5389d7cdeac19672cecf4cded16ae53.jpg_750x750.jpg,,歌词本,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_2.jpg,
越爱越强,张杰,大陆歌手,2016/8/20,5,3,451765,2258825,386624,1933120,0,0,57485,287425,7656,38280,0,0,https://y.qq.com/music/photo_new/T002R300x300M000000MrHaS20JDOK_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_4.jpg,
未·LIVE 2,张杰,大陆歌手,2018/8/10,9,3,214092,1926828,164827,1483443,0,0,46364,417276,2497,22473,404,3636,https://y.qq.com/music/photo_new/T002R300x300M000002JFTnH3VpOQt_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_5.jpg,
Away,张杰,大陆歌手,2022/12/8,3,1,112956,338868,0,0,112956,338868,0,0,0,0,0,0,https://p1.music.126.net/sNN2Q_T9XTAgzx4l_b7M6w==/109951168122167259.jpg,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_6.jpg,
Maybe,张杰,大陆歌手,2023/1/17,3,1,60614,181842,0,0,60614,181842,0,0,0,0,0,0,https://p1.music.126.net/-Ln0njfjMFC5LRPwekrSbA==/109951168239745858.jpg,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_7.jpg,
Dust My Shoulders Off,张靓颖 / Timbaland,合作歌手,2016/10/15,2,1,222339,444678,207221,414442,0,0,15118,30236,0,0,0,0,https://p2.music.126.net/6vVfw7oGBghadMbdDc8Khw==/18504780697418340.jpg,,,,,,,,,,,,https://p2.music.126.net/3d0JdLJvNeegco11_EZYvA==/109951168590722845.jpg,https://p2.music.126.net/dZ89V9n1nPj4jR9RqAuFcA==/109951165956629422.jpg
？,张韶涵,台湾歌手,2019/12/18,15,10,122303,1834545,0,0,81676,1225140,0,0,0,0,40627,609405,https://p2.music.126.net/6X1e4gqCX3NoA_Xm6SiavQ==/109951164553007725.jpg?param=177y177,2020/1/17,30,五大唱片,310,CD,,,https://www.5music.com.tw/cdpic/zn2/220227309374.jpg,,钥匙扣/台历/歌词本/手写卡,,https://p1.music.126.net/949KLcOoLnn71XzIb-X9HA==/109951167434900505.jpg,
我们之间,张天爱,其他,2016/8/29,2,1,41940,83880,41940,83880,0,0,0,0,0,0,0,0,https://y.qq.com/music/photo_new/T002R300x300M000002l6eak3degih_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000048Re331yFMdF_3.jpg?max_age=2592000,
歌 时代II,张信哲,台湾歌手,2019/1/15,20,10,19272,385440,7548,150960,4992,99840,5493,109860,687,13740,552,11040,https://y.qq.com/music/photo_new/T002R300x300M000004RVQVc16e4yk_1.jpg?max_age=2592000,,,,,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000000mFvh1jtLcz_3.jpg?max_age=2592000,
学友 经典 世界巡回演唱会 香港站 再见篇 (Live),张学友,香港歌手,2021/12/23,30,33,67629,2028870,18661,559830,8492,254760,11059,331770,489,14670,28928,867840,https://y.qq.com/music/photo_new/T002R300x300M000000ZwFUk2jqArz_2.jpg?max_age=2592000,2021/12/23,0,博客来,225.34,CD,,,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/46/0020224631.jpg&v=61a99b2ek&w=348&h=348,,写真集/歌词本,,https://y.qq.com/music/photo_new/T001R300x300M000004Be55m1SJaLk_5.jpg?max_age=2592000,
学友 经典 世界巡回演唱会 台北站 (Live),张学友,香港歌手,2021/12/23,30,33,63604,1908120,17491,524730,10643,319290,3406,102180,480,14400,31584,947520,https://y.qq.com/music/photo_new/T002R300x300M000003Q1mcS0hQ5Bq_2.jpg?max_age=2592000,2021/12/23,0,博客来,225.34,CD,,,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/46/0020224630.jpg&v=61a99b2ek&w=348&h=348,,写真集/歌词本,,https://y.qq.com/music/photo_new/T001R300x300M000004Be55m1SJaLk_5.jpg?max_age=2592000,
π,张洢豪,大陆歌手,2018/8/3,5,2,11934,59670,10174,50870,0,0,1327,6635,433,2165,0,0,https://y.qq.com/music/photo_new/T002R300x300M0000043aITh07TJK7_1.jpg?max_age=2592000,,,,,,,,,,,,https://p2.music.126.net/wgitbLFQ0jBGLRv6si8Zgg==/109951168178749283.jpg,
